lemma,sentence,sense,kannada_meaning,english_meaning
ಕರ್ಮ,"ನಾನು ಕರ್ಮ ಯೋಗಿ, ಕರ್ಮ ಮಾಡುವುದಷ್ಟೇ ನನಗೆ ಗೊತ್ತು.",2,ಸುಖದುಃಖಗಳಿಗೆ ಕಾರಣವಾದ ಪೂರ್ವಜನ್ಮದ ಕಾರ್ಯ,Karma
ಕರ್ಮ,ಫಲದ ಅಪೇಕ್ಷೆ ಇಲ್ಲದೆ ಕರ್ಮ ಮಾಡು ಎನ್ನುವದು ಗೀತಾಸಿದ್ಧಾಂತ.,2,ಸುಖದುಃಖಗಳಿಗೆ ಕಾರಣವಾದ ಪೂರ್ವಜನ್ಮದ ಕಾರ್ಯ,Karma
ಕರ್ಮ,"ಅದರಲ್ಲಿಯೂ ಹಿಂದೂ ಸಂಪ್ರದಾಯದಲ್ಲಿ ಕರ್ಮ ಫಲವೆಂದು, ಹಿರಿಯರಿಗೆ ಪಿಂಡ ಪ್ರದಾನ ಮಾಡಿಯೇ ಮಾಡ್ತಾರೆ.",2,ಸುಖದುಃಖಗಳಿಗೆ ಕಾರಣವಾದ ಪೂರ್ವಜನ್ಮದ ಕಾರ್ಯ,Karma
ಕರ್ಮ,"ಕಷ್ಟ, ಬಡತನ, ಅವರವರ ಕರ್ಮ ಎನ್ನುವುದು ನಿಜವಾದರೂ, ಅವರಿಗೆ ಸಹಾಯ ಮಾಡುವುದು ನಮ್ಮ ಧರ್ಮ ಎಂಬ ಭಾವನೆ ಎಲ್ಲರನ್ನೂ ಬರಬೇಕು ಎಂದರು.",2,ಸುಖದುಃಖಗಳಿಗೆ ಕಾರಣವಾದ ಪೂರ್ವಜನ್ಮದ ಕಾರ್ಯ,Karma
ಕರ್ಮ,"ಮಕ್ಕಳು ಶತ್ರುಗಳಾಗುವರು, ಮಕ್ಕಳಿಗಾಗಿ ಸಾಲ ಮಾಡುವ ಪರಿಸ್ಥಿತಿ, ಬಂಧುಗಳಿಂದ ಅನುಕೂಲ, ಪತ್ರ ವ್ಯವಹಾರಗಳಲ್ಲಿ ಲಾಭ, ಪಾಪ ಕರ್ಮ ಕಾಡುವುದು.",2,ಸುಖದುಃಖಗಳಿಗೆ ಕಾರಣವಾದ ಪೂರ್ವಜನ್ಮದ ಕಾರ್ಯ,Karma
ಕರ್ಮ,ಏನು ಮಾಡೋದು ನಮ್ಮ ಕರ್ಮ ಅನುಭವಿಸಬೇಕಷ್ಟೆ.,2,ಸುಖದುಃಖಗಳಿಗೆ ಕಾರಣವಾದ ಪೂರ್ವಜನ್ಮದ ಕಾರ್ಯ,Karma
ಕರ್ಮ,ಇವರು ಕರ್ಮ ಮತ್ತು ಕರ್ಮ ಫಲದ ಸುಳಿಯಲ್ಲಿ ಸಿಲುಕಿ ಮತ್ತೆ ಸಂಸಾರ ಬಂಧದಲ್ಲಿ ಸಿಲುಕುತ್ತಾರೆ.,2,ಸುಖದುಃಖಗಳಿಗೆ ಕಾರಣವಾದ ಪೂರ್ವಜನ್ಮದ ಕಾರ್ಯ,Karma
ಕರ್ಮ,ಕರ್ಮ ಮಾಡು ಫಲದ ಆಸೆ ಪಡಬೇಡ!,2,ಸುಖದುಃಖಗಳಿಗೆ ಕಾರಣವಾದ ಪೂರ್ವಜನ್ಮದ ಕಾರ್ಯ,Karma
ಕರ್ಮ,ಉದಾಹರಣೆಗೆ ಕರ್ಮ ಸಿದ್ಧಾಂತದ ಪ್ರಕಾರ ಅವರವರಿಗೆ ತಕ್ಕ ಸ್ಥಿತಿ ತನ್ನಿಂದ ತಾನೇ ಉಂಟಾಗುತ್ತದೆ.,2,ಸುಖದುಃಖಗಳಿಗೆ ಕಾರಣವಾದ ಪೂರ್ವಜನ್ಮದ ಕಾರ್ಯ,Karma
ಕರ್ಮ,ಜೀವನದಲ್ಲಿ ಬರುವ ಹಲವಾರು ವ್ಯಕ್ತಿಗಳು ನಮ್ಮ ಹಿಂದಿನ ಕರ್ಮ ಫಲದಿಂದ ಸಿಕ್ಕಿರುತ್ತಾರೆ ಎಂಬುದು ಆಶ್ಚರ್ಯವಾದರೂ ಸತ್ಯ.,2,ಸುಖದುಃಖಗಳಿಗೆ ಕಾರಣವಾದ ಪೂರ್ವಜನ್ಮದ ಕಾರ್ಯ,Karma
ಕರ್ಮ,ಈ ಕರ್ಮ ಎಳೆಯ ಮಕ್ಕಳಿಗೆ ಬೇಕೆ?,2,ಸುಖದುಃಖಗಳಿಗೆ ಕಾರಣವಾದ ಪೂರ್ವಜನ್ಮದ ಕಾರ್ಯ,Karma
ಕರ್ಮ,ಆದ್ದರಿಂದ ಕರ್ಮದಿಂದ ಬಿಡುಗಡೆ ಹೊಂದದೆ ನಿಷ್ಕಾಮ ಕರ್ಮವನ್ನಾಚರಿಸುವುದು ಕರ್ಮ ಮಾರ್ಗ.,2,ಸುಖದುಃಖಗಳಿಗೆ ಕಾರಣವಾದ ಪೂರ್ವಜನ್ಮದ ಕಾರ್ಯ,Karma
ಕರ್ಮ,"ಕರ್ಮ ಮಾಡಿಸುವವನೂ ಭಗವಂತ, ಕರ್ಮದ ಫಲ ಕೊಡುವವನು ಭಗವಂತ.",2,ಸುಖದುಃಖಗಳಿಗೆ ಕಾರಣವಾದ ಪೂರ್ವಜನ್ಮದ ಕಾರ್ಯ,Karma
ಕರ್ಮ,ಅವರಾ ಕುಟುಂಬ ರೋದೀಸುವುದನ್ನು ನೋಡಿ ಇದೇನೇಂದು ಕೇಳಿದರೆ ಕರ್ಮ ಅಂದ್ರು,2,ಸುಖದುಃಖಗಳಿಗೆ ಕಾರಣವಾದ ಪೂರ್ವಜನ್ಮದ ಕಾರ್ಯ,Karma
ಕರ್ಮ,ತಿಳುವಳಿಕೆಯಿಂದ ಕರ್ಮ ಮಾಡಿದರೆ ತನ್ನ ಎಲ್ಲಾ ಪಾಪಗಳನ್ನು ಹಾಗು ಬೇಡವಾದ ಪುಣ್ಯವನ್ನು ತೊರೆದು ಭಗವಂತನನ್ನು ಸೇರುತ್ತಾನೆ.,2,ಸುಖದುಃಖಗಳಿಗೆ ಕಾರಣವಾದ ಪೂರ್ವಜನ್ಮದ ಕಾರ್ಯ,Karma
ಕರ್ಮ,ಈ ಹಂತದಲ್ಲಿಯೇ ಗರಿಷ್ಠ ಪ್ರಮಾಣದ ಕರ್ಮ ಫಲವು ಶೇಖರವಾಗುತ್ತದೆ.,2,ಸುಖದುಃಖಗಳಿಗೆ ಕಾರಣವಾದ ಪೂರ್ವಜನ್ಮದ ಕಾರ್ಯ,Karma
ಕರ್ಮ,"ನಾನೂ ಯಾರಿಗೆ ಅನ್ಯಾಯ ಮಾಡಿದ್ದೇನೊ, ಯಾವ ಕರ್ಮ ಮಾಡಿದ್ದೇನೊ.",2,ಸುಖದುಃಖಗಳಿಗೆ ಕಾರಣವಾದ ಪೂರ್ವಜನ್ಮದ ಕಾರ್ಯ,Karma
ಕರ್ಮ,ಹೀಗಿರುವಾಗ ಕರ್ಮ ಮಾಡಿಸಿದ ಭಗವಂತನಿಗೆ ಫಲ ಸೇರದೇ ನಮಗೇಕೆ ಸೇರುತ್ತದೆ?,2,ಸುಖದುಃಖಗಳಿಗೆ ಕಾರಣವಾದ ಪೂರ್ವಜನ್ಮದ ಕಾರ್ಯ,Karma
ಕರ್ಮ,ಎಲ್ಲವೂ ನಮ್ಮ ಕರ್ಮ ಎಂದು ಕೊರಗಬೇಡಿ.,2,ಸುಖದುಃಖಗಳಿಗೆ ಕಾರಣವಾದ ಪೂರ್ವಜನ್ಮದ ಕಾರ್ಯ,Karma
ಕರ್ಮ,ಮನಸ್ಸು ಬುದ್ಧಿ ಸಂಸ್ಕಾರಗಳಿಗೆ ವಶರಾಗಿ ಕರ್ಮ ಮಾಡಿದ್ದಾದರೆ ದುಃಖ ಅನುಭವಿಸಬೇಕಾಗುತ್ತದೆ.,2,ಸುಖದುಃಖಗಳಿಗೆ ಕಾರಣವಾದ ಪೂರ್ವಜನ್ಮದ ಕಾರ್ಯ,Karma
ಕರ್ಮ,ಅಂತಹ ಪಾಪ ಕರ್ಮ ಎಂದಿಗೂ ಮಾಡದೇ ಇರೋಣ.,2,ಸುಖದುಃಖಗಳಿಗೆ ಕಾರಣವಾದ ಪೂರ್ವಜನ್ಮದ ಕಾರ್ಯ,Karma
ಕರ್ಮ,ಅವರು ತಮ್ಮನ್ನಷ್ಟೇ ಅಲ್ಲದೆ ಇತರರನ್ನೂ ಕೂಡ ತಮ್ಮ ಕರ್ಮ ಬಂಧನದಲ್ಲಿ ಕಟ್ಟಿಹಾಕುತ್ತಾರೆ.,2,ಸುಖದುಃಖಗಳಿಗೆ ಕಾರಣವಾದ ಪೂರ್ವಜನ್ಮದ ಕಾರ್ಯ,Karma
ಕರ್ಮ,ಸ್ವಾಮಿಜಿ ಜದದ್ಗುರು ಕೃಪಾಳೂಜಿ ಮಹಾರಾಜ್ ಹೇಳುವ ಪ್ರಕಾರ ಕರ್ಮ ಅದಾಗಲೇ ನಿರ್ಧರಿತವಾಗಿರುವಂತದ್ದು.,2,ಸುಖದುಃಖಗಳಿಗೆ ಕಾರಣವಾದ ಪೂರ್ವಜನ್ಮದ ಕಾರ್ಯ,Karma
ಕರ್ಮ,ಇದೆಂಥ ಕರ್ಮ ಮಾರ್ರೆ!,2,ಸುಖದುಃಖಗಳಿಗೆ ಕಾರಣವಾದ ಪೂರ್ವಜನ್ಮದ ಕಾರ್ಯ,Karma
ಕಲೆ,"-ಜೀರಿಗೆಯನ್ನು ನುಣ್ಣಗೆ ಅರೆದು, ನೀರಿನಲ್ಲಿ ಬೆರೆಸಿ ಆ ನೀರಿನಿಂದ ಮುಖ ತೊಳೆಯುತ್ತಿದ್ದರೆ ಕಲೆ ಮಾಯವಾಗುತ್ತದೆ.",1,"ಕೊಳೆ, ಕಳಂಕ","Dirt, Stain"
ಕಲೆ,"ಆದರೂ, ತನ್ನ ಗಾಯದ ಕಲೆ ನೋಡಿಕೊಂಡಾಗ ಜೇಗೆಲ್ ಬಿಕ್ಕಳಿಸಿ ಅಳುತ್ತಿದ್ದ.",1,"ಕೊಳೆ, ಕಳಂಕ","Dirt, Stain"
ಕಲೆ,ಕಲೆ ತೆಗೆಯಲು ಮನೆ ಕೃತಕ ಕಾರ್ಪೆಟ್ ಕಷ್ಟ ಪಾಲಿಪ್ರೊಪಿಲೀನ್ ಆಗಿದೆ.,1,"ಕೊಳೆ, ಕಳಂಕ","Dirt, Stain"
ಕಲೆ,ಫುಲ್ ಕವರೇಜ್ ಮೇಕಪ್ ನಿಂದ ತ್ವಚೆಯ ಗುರುತು ಹಾಗು ಕಲೆ ನಿವಾರಣೆ ಮಾಡಬಹುದು.,1,"ಕೊಳೆ, ಕಳಂಕ","Dirt, Stain"
ಕಲೆ,ಬಾಳೆಹಣ್ಣನ್ನು ತೆಗೆದುಕೊಂಡು ಅದರ ಸಿಪ್ಪೆಯನ್ನು ಸುಳಿದುಕೊಂಡು ಅದರ ಸಿಪ್ಪಿಯಿಂದ ಕಂಕಳಲ್ಲಿನ ಕಪ್ಪು ಕಲೆಯನ್ನು ಮಸಾಜ್ ಮಾಡಿದರೆ ಕಪ್ಪು ಕಲೆ ಹೋಗುತ್ತದೆ.,1,"ಕೊಳೆ, ಕಳಂಕ","Dirt, Stain"
ಕಲೆ,ಆದರೆ ಅಡುಗೆ ಮನೆಯಲ್ಲಿ ಸಿಗುವ ಸಾಮಗ್ರಿಯನ್ನು ಬಳಸಿ ತುಂಬಾ ಪರಿಣಾಮಕಾರಿಯಾಗಿ ಕಲೆ ನಿವಾರಣೆ ಮಾಡಬಹುದು.,1,"ಕೊಳೆ, ಕಳಂಕ","Dirt, Stain"
ಕಲೆ,"ಒಂದುವೇಳೆ ಕಲೆ ಹೋಗದಿದ್ದರೆ, ಅದು ಬಾಯಿ ಹುಣ್ಣು ಆಗಿರುವ ಸಾಧ್ಯತೆಗಳಿವೆ.",1,"ಕೊಳೆ, ಕಳಂಕ","Dirt, Stain"
ಕಲೆ,ಇದರೊಂದಿಗೆ ಚರ್ಮದಲ್ಲಿ ಕೆಲವೊಂದು ಕಲೆ ಹಾಗೂ ಗಾಐಗಳು ಕೂಡ ಉಂಟಾಗಬಹುದು.,1,"ಕೊಳೆ, ಕಳಂಕ","Dirt, Stain"
ಕಲೆ,ಈ ಮರದ ತುಂಬ ರಕ್ತದ ರೀತಿ ಕೆಂಪು ಬಣ್ಣ ಕಲೆ ಇದೆ.,1,"ಕೊಳೆ, ಕಳಂಕ","Dirt, Stain"
ಕಲೆ,ಈ ಪ್ರಕ್ರಿಯೆಯನ್ನು ಪ್ರತಿದಿನ ಅನುಸರಿಸಿದರೆ ನಿಮ್ಮ ಹಳದಿ ಉಗುರುಗಳ ಕಲೆ ಮಾಯವಾಗುತ್ತದೆ.,1,"ಕೊಳೆ, ಕಳಂಕ","Dirt, Stain"
ಕಲೆ,ಇತರ ಅಂಶಗಳನ್ನು ಕಲೆ ಹಾಕಬೇಕಾಗಿದೆ.,1,"ಕೊಳೆ, ಕಳಂಕ","Dirt, Stain"
ಕಲೆ,"ಈ ಹಿನ್ನಲೆ ಇದ್ದಾಗ್ಯೂ ನಾನು ನಾಲ್ಕನೆಯ ಇಯತ್ತೆಯಲ್ಲಿದ್ದಾಗ ನನ್ನ ತಂದೆಯವರ ಗಮನಕ್ಕೆ ಬಾರದಂತೆ ರಾಮ, ಕೃಷ್ಣ, ಶಿವ, ಗಣಪತಿ, ಷಣ್ಮುಖ, ವೆಂಕಟರಮಣ, ಲಕ್ಷ್ಮೀ, ಸರಸ್ವತಿ, ಪಾರ್ವತಿ ಇತ್ಯಾದಿ ಕ್ಯಾಲೆಂಡರ್‌ ದೇವಗುಳ ದಂಡನ್ನೇ ಕಲೆ ಹಾಕಿ ಅಡಿಗೆ ಮನೆಯ ಗೂಡಿನೊಳಗಿರಿಸಿದ್ದೆ.",1,"ಕೊಳೆ, ಕಳಂಕ","Dirt, Stain"
ಕಲೆ,ಕನಸಿನಿಂದ ಎದ್ದು ನೋಡುವ ಬರಹಗಾರನಿಗೆ ಮಂಚದ ಕೆಳಗೆ ಬಿದ್ದ ರಕ್ತದ ಕಲೆ ಕಾಣಿಸುತ್ತದೆ.,1,"ಕೊಳೆ, ಕಳಂಕ","Dirt, Stain"
ಕಲೆ,"ತುಂಬಾ ಬಿಸಿ ನೀರು ಹಾಕಿ ತೊಳಿಯಬೇಡಿ ಕಲೆ ಇನ್ನಷ್ಟು ಅಂಟಿಕೊಳ್ಳತ್ತೆ, ಬೆಚ್ಚಗಿನ ಅಥವಾ ತಣ್ಣಿರನ್ನೇ ಉಪಯೋಗಿಸಿ",1,"ಕೊಳೆ, ಕಳಂಕ","Dirt, Stain"
ಕಲೆ,ಕಲೆ ಇನ್ನೂ ಬಹಳ ಕಡಿಮೆ ಇತ್ತು.,1,"ಕೊಳೆ, ಕಳಂಕ","Dirt, Stain"
ಕಲೆ,ಕೇವಲ ಒಂದು ಕಪ್ಪು ಉಗುರು ಕಲೆ ಅತ್ಯುತ್ತಮ ಆಯ್ಕೆಯನ್ನು - ಚೂಪಾದ ತುದಿಗಳೊಂದಿಗೆ ಸ್ಕ್ವೇರ್ ಉಗುರುಗಳು.,1,"ಕೊಳೆ, ಕಳಂಕ","Dirt, Stain"
ಕಲೆ,ಕಲೆ ಪರಿಶುದ್ಧ.,1,"ಕೊಳೆ, ಕಳಂಕ","Dirt, Stain"
ಕಲೆ,ಈ ಕಲೆ ತೆಗೆಯಲು ಉದ್ದೇಶಿಸಲಾಗಿದೆ ಮಿಶ್ರಣವಾಗಿದ್ದು ಮತ್ತು ದ್ರವ ಸೇರಿವೆ.,1,"ಕೊಳೆ, ಕಳಂಕ","Dirt, Stain"
ಕಲೆ,ಕಲೆ ಗಾಢವಾಗಿ ಉಳಿಯದಂತೆ ನೋಡುವುದು.,1,"ಕೊಳೆ, ಕಳಂಕ","Dirt, Stain"
ಕಲೆ,ಆದರೆ ಇದೇ ಭಾಗದಲ್ಲಿ ನಿಮ್ಮ ವಯಸ್ಸಾಗುವ ವೇಳೆ ಕಂಡುಬರುವಂತಹ ಕಪ್ಪು ಕಲೆ ಮತ್ತು ನೆರಿಗೆ ಕಣ್ಣಿನ ಕೆಳ ಹಾಗೂ ಸುತ್ತಲಿನ ಭಾಗದಲ್ಲಿ ಗೋಚರಿಸುವುದು.,1,"ಕೊಳೆ, ಕಳಂಕ","Dirt, Stain"
ಕಲೆ,"ನೀವು ಶುಷ್ಕ, ಮೃದು ನೀಲಿಬಣ್ಣದ chalks ಕಲೆ (ಉದಾ, ಮೇಣದ) ಅಗತ್ಯವಿರುತ್ತದೆ.",1,"ಕೊಳೆ, ಕಳಂಕ","Dirt, Stain"
ಕಲೆ,ಬೇಸಿಗೆಯಲ್ಲಿ ಕಾಡುವ ಕಪ್ಪು ಕಲೆ ಕಡಿಮೆಯಾಗುತ್ತದೆ.,1,"ಕೊಳೆ, ಕಳಂಕ","Dirt, Stain"
ಕಲೆ,ಈ ತಪ್ಪು ಕಲೆ ಹೋಲಿಕೆಯಾಗಿ ಆಧರಿಸಿದೆ.,1,"ಕೊಳೆ, ಕಳಂಕ","Dirt, Stain"
ಕಲೆ,* ನೆಲದ ಮೇಲೆ ಉಂಟಾದ ಕಲೆ ತೆಗೆಯಲು ಉಪ್ಪು ಮಿಶ್ರಿತ ಸೋಪು ದ್ರಾವಣ ಬಳಸಿದರೆ ಶೀಘ್ರ ಕಲೆ ನಿವಾರಣೆಯಾಗುತ್ತದೆ.,1,"ಕೊಳೆ, ಕಳಂಕ","Dirt, Stain"
ಕಲೆ,ಆದರೆ ಕತ್ತಿಗೆ ಅಂಟಿದ ರಕ್ತದ ಕಲೆ ಒರೆಸಿಕೊಳ್ಳುವಷ್ಟೇ ಸಲೀಸಲಾಗಿ ತಮ್ಮ ಮೈಮೇಲಿನ ಗಾಯಗಳನ್ನು ಒರೆಸಿ ಮತ್ತೆ ಹಣಾಹಣಿಗೆ ಸಿದ್ಧರಾಗುತ್ತಾರೆ.,1,"ಕೊಳೆ, ಕಳಂಕ","Dirt, Stain"
ಕಲೆ,ಕುತ್ತಿಗೆ ಮೇಲಿನ ಕಪ್ಪು ಕಲೆ ನಿವಾರಿಸಲು ಶಿಯಾ ಬಟರ್ ಬಳಸಿ,1,"ಕೊಳೆ, ಕಳಂಕ","Dirt, Stain"
ಕಲೆ,"ರಕ್ತದ ಕಲೆ ಕಾಣುವಂತೆ ಹಣೆಗೆ, ಕೈಗೆ ಬ್ಯಾಂಡೇಜ್‌.",1,"ಕೊಳೆ, ಕಳಂಕ","Dirt, Stain"
ಕಲೆ,ಕಪ್ಪು ಕಲೆ : ಕಣ್ಣುಗಳ ಕೆಳಗಿರುವ ಕಪ್ಪು ಕಲೆಗಳನ್ನು ಹೋಗಲಾಡಿಸಲು ಆಲೂಗಡ್ಡೆ ಉತ್ತಮ ಔಷಧಿ.,1,"ಕೊಳೆ, ಕಳಂಕ","Dirt, Stain"
ಕಲೆ,ಎನ್ಕೌಂಟರ್ ಸಮಯದಲ್ಲಿ ಸೊಹ್ರಾಬುದ್ದೀನ್ ಕಿಸೆಯಿಂದ ಪಡೆಯಲಾಗಿದೆಯೆಂದು ಪೊಲೀಸರು ಹೇಳಿದ್ದ ಟಿಕೆಟ್ ನಲ್ಲಿ ರಕ್ತದ ಕಲೆ ಇಲ್ಲ ಎಂಬುದು ಪ್ರಾಸಿಕ್ಯೂಷನ್ ನ ಗಮನಸೆಳೆಯಿತು.,1,"ಕೊಳೆ, ಕಳಂಕ","Dirt, Stain"
ಕಲೆ,"ಐದು ಪೈಸೆ, ಹತ್ತು ಪೈಸೆಗೆ ಫೋಟೊ, ಐವತ್ತು ಪೈಸೆಯ ಫೋಸ್ಟ್‌ ಕಾರ್ಡ್‌, ಗ್ರೀಟೀಂಗ್ಸ್‌ ಕಾರ್ಡ್‌ಗಳನ್ನು ಕಲೆ ಹಾಕಿದೆ ಎನ್ನುತ್ತಾರೆ ಅವರು.",1,"ಕೊಳೆ, ಕಳಂಕ","Dirt, Stain"
ಕಲೆ,ಪಾಲಿಯುರೇಥೇನ್ ಬಣ್ಣದ - ಬಣ್ಣದ ಕಲೆ,1,"ಕೊಳೆ, ಕಳಂಕ","Dirt, Stain"
ಕಲೆ,"ಕಲೆ ಮೊದಲ ಪ್ರಯತ್ನಗಳಲ್ಲಿ, ಅಥವಾ ಶಿಕ್ಷೆಯ ಕೋಶದಲ್ಲಿ ಕೆಲವು ದಿನಗಳ",1,"ಕೊಳೆ, ಕಳಂಕ","Dirt, Stain"
ಕಲೆ,ಪರಿ ಪೂರ್ಣವಾಗಿ ರಕ್ತದ ಕಲೆ ನೆಲಕ್ಕೆ ಅಂಟಿಕೊಂಡಿತ್ತು.,1,"ಕೊಳೆ, ಕಳಂಕ","Dirt, Stain"
ಕಲೆ,ಅದರಲ್ಲೂ ಲೆದರ್ ಶೂ ವಿನ ಮೇಲೆ ಆದಂತಹ ಕಲೆ ಪಕ್ಕನೇ ಹೋಗುವುದಿಲ್ಲ.,1,"ಕೊಳೆ, ಕಳಂಕ","Dirt, Stain"
ಕಲೆ,"ಇದನ್ನು ವಾರದಲ್ಲಿ 3 ಬಾರಿ ಹಚ್ಚಿ, ಕಪ್ಪು ಕಲೆ ಮಾಯವಾಗುವುದು.",1,"ಕೊಳೆ, ಕಳಂಕ","Dirt, Stain"
ಕಲೆ,ವಾರಕ್ಕೆ ಎರಡು ಬಾರಿ ಸೈಂಧವ ಲವಣದ ಪ್ಯಾಕ್ ಹಚ್ಚಿಕೊಳ್ಳುವುದ್ರಿಂದ ಕಪ್ಪು ಕಲೆ ಕಡಿಮೆಯಾಗುತ್ತದೆ.,1,"ಕೊಳೆ, ಕಳಂಕ","Dirt, Stain"
ಕಲೆ,ಕತ್ತಲೆಯಲ್ಲಿ ಚಾಪೆ ಹೆಣೆಯುವ ಕಲೆ,2,"ಲಲಿತವಿದ್ಯೆ, ಕುಶಲವಿದ್ಯೆ",art
ಕಲೆ,"ನಟಿ, ನೃತ್ಯಗಾರ್ತಿಯಾಗಿರುವ ಶ್ರುತಿ ಹರಿಹರನ್ ಅವರು ಮಾಡಿರುವ ಆರೋಪಗಳೇನೆಂದರೆ, ವಿಸ್ಮಯ ಚಿತ್ರೀಕರಣದ ಸಂದರ್ಭದಲ್ಲಿ ಅರ್ಜುನ್ ಸರ್ಜಾ ಅವರು ರಿಹರ್ಸಲ್ ಮಾಡುವಾಗ ಕಲೆ ಮತ್ತು ಕಾಮದ ನಡುವಿನ ಗೆರೆಯನ್ನು ಮೀರಿದ್ದರು.",2,"ಲಲಿತವಿದ್ಯೆ, ಕುಶಲವಿದ್ಯೆ",art
ಕಲೆ,ದೇಶದಲ್ಲೇ ಮಲ್ಲಗಂಭ ಸಾಹಸ ಕಲೆ ಪ್ರದರ್ಶನ ನೀಡುವ ಅಂಧ ಮಕ್ಕಳ ತಂಡ ನಮ್ಮ ಶಾಲೆಯ ವಿದ್ಯಾರ್ಥಿ ತಂಡ ಒಂದೇ ಇರಬೇಕು ಎಂದು ಸಂತಸ ವ್ಯಕ್ತಪಡಿಸಿದರು.,2,"ಲಲಿತವಿದ್ಯೆ, ಕುಶಲವಿದ್ಯೆ",art
ಕಲೆ,"ಯೋಗ, ಧ್ಯಾನ, ಸಂಗೀತ, ಕಲೆ ಇವುಗಳ ಬಗ್ಗೆ ಹೆಚ್ಚು ಆಸಕ್ತಿ ವಹಿಸುವುದರಿಂದ ಒತ್ತಡ ಕಡಿಮೆಯಾಗುತ್ತದೆ.",2,"ಲಲಿತವಿದ್ಯೆ, ಕುಶಲವಿದ್ಯೆ",art
ಕಲೆ,ಸ್ಟಿಕ್ಲೇ ಶೈಲಿ: ಕಲಾಕಾರರು ಸಂಪ್ರದಾಯದಲ್ಲಿ ಕಲೆ ಮತ್ತು ಕರಕುಶಲ ಮನೆಗಳು,2,"ಲಲಿತವಿದ್ಯೆ, ಕುಶಲವಿದ್ಯೆ",art
ಕಲೆ,"ಅವರು ಚಟುವಟಿಕೆಗಳನ್ನು ಸಕ್ರಿಯವಾಗಿ ಬೋಧನೆ ಆಸಕ್ತಿಗೊಂಡನು ಮತ್ತು ಅವರ ಕಲೆ ಇದೀಗ ಥಿಯೇಟರ್ಗಳಲ್ಲಿ ಹಾಗೂ ದೂರದರ್ಶನದಲ್ಲಿ ಪ್ರೇಕ್ಷಕರು ಸಂತೋಷಪಡಿಸಿ ಉತ್ತಮ ನಟರು, ಸಾಕಷ್ಟು ತರಬೇತಿ ನೀಡಿದೆ.",2,"ಲಲಿತವಿದ್ಯೆ, ಕುಶಲವಿದ್ಯೆ",art
ಕಲೆ,ಕಲೆ ರೂಪದ ಆರಿಸುವಾಗ ಆಫ್ ಒರಿಗಮಿ ಕ್ರಿಸ್ಮಸ್ ಗೊಂಬೆಗಳು ಮಾಡ್ಯೂಲ್ ಎಲ್ಲಾ ಇತರರ ಹೆಚ್ಚು ಸುಂದರ ಮತ್ತು ಅಸಾಮಾನ್ಯ ಪಡೆಯಬಹುದು.,2,"ಲಲಿತವಿದ್ಯೆ, ಕುಶಲವಿದ್ಯೆ",art
ಕಲೆ,ಅವರು ಕಲೆ ನೋಡಲು ಇಷ್ಟಪಡುತ್ತಾರೆ ಮತ್ತು ಅವರು ನಿಮ್ಮ ಕೆಲಸವನ್ನು ನೋಡುತ್ತಾರೆ.,2,"ಲಲಿತವಿದ್ಯೆ, ಕುಶಲವಿದ್ಯೆ",art
ಕಲೆ,ಈ ಕಲೆ ಉಳಿಸಲು ಸಾಕಷ್ಟು ಹೋರಾಟ ನಡೆಸುತ್ತಿದ್ದೇನೆ.,2,"ಲಲಿತವಿದ್ಯೆ, ಕುಶಲವಿದ್ಯೆ",art
ಕಲೆ,"ಈ ಕಲೆ ಮತ್ತು ಎಲ್ಲರೂ ಮಾಡಬಹುದು ಮಾಸ್ಟರ್, ಆದರೆ ಸಾಧಿಸು ಪ್ರಯತ್ನದಲ್ಲಿ ಮಾಡಲು ಹೊಂದಿರುತ್ತದೆ.",2,"ಲಲಿತವಿದ್ಯೆ, ಕುಶಲವಿದ್ಯೆ",art
ಕಲೆ,ಆಸ್ಟ್ರೇಲಿಯದ ನಾಟಕ ಕಲೆ ರಾಷ್ಟ್ರೀಯ ಅಕಾಡೆಮಿ ದಾಖಲೆಗಳನ್ನು ಸಲ್ಲಿಸಲು ನಟನಾ ಪರೀಕ್ಷೆ ಮತ್ತು ಸಮಾನಾಂತರವಾಗಿ ಹಾಜರಾಗುತ್ತಿದ್ದಳು ಅದೃಷ್ಟ ಪಡೆಯಲು ಆಶಯದೊಂದಿಗೆ.,2,"ಲಲಿತವಿದ್ಯೆ, ಕುಶಲವಿದ್ಯೆ",art
ಕಲೆ,ಕರ್ನಾಟಕದಲ್ಲಿ ಪ್ರಾಚೀನ ಕಾಲದಿಂದಲು ಈ ಕಲೆ ರೂಢಿಯಲ್ಲಿದೆ.,2,"ಲಲಿತವಿದ್ಯೆ, ಕುಶಲವಿದ್ಯೆ",art
ಕಲೆ,ನವೋದಯ ಕಲೆ ಪ್ರಭಾವಗಳು ಕ್ಯುಪಿಡ್ನ ಸ್ವರೂಪದಲ್ಲಿ ಬದಲಾವಣೆ,2,"ಲಲಿತವಿದ್ಯೆ, ಕುಶಲವಿದ್ಯೆ",art
